Title,Cast,Genres,URL
Logan,"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen', 'Boyd Holbrook', 'Stephen Merchant', 'Elizabeth Rodriguez', 'Richard E. Grant', 'Eriq La Salle', 'Elise Neal', 'Quincy Fouse', 'Al Coronel', 'Frank Gallegos', 'Anthony Escobar', 'Reynaldo Gallegos', 'Krzysztof Soszynski', 'Stephen Dunlevy', 'Daniel Bernhardt', 'Ryan Sturz', 'Brandon Melendy', 'Jeremy Fitzgerald', 'Luke Hawx', 'Chris Palermo', ""Paul Andrew O'Connor"", 'Clinton Roberts', 'Rocky Abou-Sakher', 'Keith Jardine', 'Jean Claude Leuyer', 'Andrew Arrabito', 'Jef Groff', 'Sebastian James', 'Aaron Matthews', 'Garrett Hammond', 'Matthew McClain', 'Maureen Brennan', 'Jason Genao', 'Hannah Westerfield', 'Bryant Tardy', 'Ashlyn Casalegno', 'Alison Fernandez', 'Parker Lovein', 'Jimmy Gonzales', 'Dave Davis', 'Lennie Loftin', 'Mark Ashworth', 'James Handy', 'Bryce Romero', 'Phi Vu', 'Chester Rushing', 'David Simpson', 'Lauren Gros', 'John Raymond', 'Vanessa Cloke', 'Doris Morgado', 'Katie Anne Mitchell', 'Lara Grice', 'James Moses Black', 'Ned Yousef', 'Michael Lehr', 'Baxter Humby', 'Bryan Sloyer', 'Daniel Hernandez', 'John Bernecker', 'Evan D. Taylor', 'Joe Nin Williams', 'Toby Holguin', 'Robert Wu', 'Panuvat Anthony Nanakornpanom', 'Victor Winters-Junco', 'Eyad Elbitar', 'Craig Henningsen', 'Han Soto', 'Rissa Kilar', 'Salef Celiz', 'Aidan Kennedy', 'Nayah Murphy', 'Chase Cubia', 'Emma Teo', 'Vincenzo Lucatorto', 'Noell Jellison', 'Haley Glass', 'Ella Rowbotham', 'Hudson Wright', 'Sebeon Jackson', 'Kelton DuMont', 'Damon Carney', 'Cynthia Woods', ""Mali O'Connor"", 'David Kallaway', 'Robert Vargas', 'David Paris', 'Paul Adkins', 'Richard Beal', 'Brian Bolman', 'Eddie Davenport', 'Ted Ferguson', 'Juan Gaspard', 'Arden Hale', 'Julia Holt', 'Donald M. Krause', 'Gentry Lee', 'Josh McLaglen', 'Phil Meyer', 'Zach Mooney', 'Allegra Novikov', 'Jay Oliver', 'Gonzalo Robles', 'Sophia Rosales', 'Sean Stevens', 'Mary Peyton Stewart', 'Richard Blake Suarez', 'Michael Love Toliver']","['Action', 'Drama', 'Sci-Fi', 'Thriller']",http://www.imdb.com/title/tt3315342/
The Princess Bride,"['Cary Elwes', 'Mandy Patinkin', 'Chris Sarandon', 'Christopher Guest', 'Wallace Shawn', 'André the Giant', 'Fred Savage', 'Robin Wright', 'Peter Falk', 'Peter Cook', 'Mel Smith', 'Carol Kane', 'Billy Crystal', 'Anne Dyson', 'Margery Mason', 'Malcolm Storry', 'Willoughby Gray', 'Betsy Brantley', 'Paul Badger', 'Danny Blackner', 'Sallie McLaughlin', 'Derek Pykett']","['Adventure', 'Family', 'Fantasy', 'Romance']",http://www.imdb.com/title/tt0093779/
Catch Me If You Can,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken', 'Martin Sheen', 'Nathalie Baye', 'Amy Adams', 'James Brolin', 'Brian Howe', 'Frank John Hughes', 'Steve Eastin', 'Chris Ellis', 'John Finn', 'Jennifer Garner', 'Nancy Lenehan', 'Ellen Pompeo', 'Elizabeth Banks', 'Guy Thauvette', 'Candice Azzara', 'Matthew Kimbrough', 'Joshua Boyd', 'Kaitlin Doubleday', 'Kelly McNair', 'Jonathan Dankner', 'Maggie Mellin', 'Thomas Kopache', 'Margaret Travolta', 'Jimmie F. Skaggs', 'Alex Hyde-White', 'Lilyan Chauvin', 'Eugene Fleming', 'Robert Ruth', 'Jennifer Manley', 'James Morrison', 'Robert Symonds', 'Jennifer Kan', 'Robert Curtis Brown', 'Kelly Hutchinson', 'Steve Witting', 'Wendy Worthington', 'Jane Bodle', 'J. Patrick McCormack', 'Brian Goodman', 'Ray Proscia', 'Sarah Lancaster', 'Jill Matson-Sachoff', 'Mike Baldridge', 'Joel Ewing', 'Ritchie Montgomery', 'Jim Antonio', 'Angela Sorensen', 'Jonathan Brent', 'Benita Krista Nall', 'Shane Edelman', 'Andrew Meeks', 'Morgan Rusler', 'Jane Edith Wilson', 'Dave Hager', 'Kyle Davis', ""Patrick Thomas O'Brien"", 'Jaime Ray Newman', 'Deborah Kellner', 'Mercedes Cornett', 'Amy Acker', 'Robert Peters', 'James DuMont', 'Thomas Crawford', 'Sarah Rush', 'Malachi Throne', 'Alfred Dennis', 'Max Kerstein', 'Donna Kimball', 'Jan Munroe', 'Stephen Dunham', 'Brandon Keener', 'Jasmine Jessica Anthony', 'Anthony Powers', 'Lauren Cohn', 'Jeremy Howard', 'Jack Knight', 'Jamie Anderson', 'Kam Heskin', 'Ana Maria Quintana', 'Gerald R. Molen', 'Celine du Tertre', 'Stan Bly', 'Jamie Moss', 'Jessica Collins', 'Frank Abagnale Jr.', 'Roger Léger', 'Jean-François Blanchard', 'Mathieu Gaudreault', 'Guy-Daniel Tremblay', 'Alex Bisping', 'Patrice Dussault', 'Paul Todd', 'Jake Wagner', 'Ashley Cohen', 'Kelly Cohen', 'Ellis Hall', 'Steven Meizler', 'Fred Datig', 'Joe Garagiola', 'Kitty Carlisle', 'Dominic Bond', 'Jean-François Brousseau', 'Francis Campeau', 'Raphaël Cardin', 'Marc-Antoine Côté', 'Antoine Drolet-Dumoulin', 'Léon Dussault-Gagné', 'Simon Houle-Gauthier', 'Vincent Généreux', 'Sébastien Jean', 'Pascal Larouche', 'William Lauzon', 'Florent Legault', 'Jason McNally', 'Julien Normandeau', 'David Parent-Laliberté', 'Alexandre Pépin', 'Nicolas Radeschi', 'Jonathan René', 'Samuel St. Amour', 'Dan Andreiu', 'Nicole Andrews', 'Gina Aponte', 'Ian Aronson', 'Michael Arthur', 'David Austin', 'Drennan Baker', 'Lee Baker', 'Jessica Bassman', 'Joe Beaudin', 'Honor Blackman', 'Barry Blueian', 'Phil Bowers', 'G. Larry Butler', 'Gary Castro Churchwell', 'Jillian Clare', ""Carrie 'CeCe' Cline"", 'Joshua Collins', 'Ty Copeman', 'Mark Correy', 'Sabrina Culver', 'David J. Cummins', 'Cam Deaver', 'Johnny Drocco', 'Wade Eck', 'Fabrizio Fante', 'Brian Reed Garvin', 'Tiffany Glass', 'Melissa Gribbon', 'Jason Grutter', 'Glen Hambly', 'Katie Harker', 'Jesse Heiman', 'Rebecca Hirschfeld', 'Ryan Izay', 'Casey Kern', 'Cyrus King', 'Joshua Michael Kwiat', 'Charlotte Kyle', 'Pablo Lewin', 'Michael Lightsey', 'Cari Lucas', 'Beverly Lynne', 'Karrie MacLaine', 'Pete Macnamara', 'Shannon Marlyse', 'Charles McClelland', 'Ric McCloud', 'Paul McMichael', 'Christopher Metas', 'Altara Michelle', 'Summer Moore', 'Ben Northenor', 'Alden Olmsted', 'Veronique Ory', 'Nick Pellegrino', 'Marylee Picciano', 'Jeffrey Pritz', 'Tara Rice', 'Cali T. Rossen', 'Lidia Sabljic', 'Corinne Saffell', 'Larry Sherman', 'Andy Signore', 'Kim Sky', 'Max Spielberg', 'Jeffrey Squire', 'Jimmy Star', 'Jacki Tenerelli', 'Rando Thomas', 'Clyde Tull', 'Larry Vigus', 'Camille Wainwright', 'Jamie Wax', 'Sean Welch', 'Dared Wright', 'Evis Xheneti', 'Hilary Rose Zalman', 'Nick Zano']","['Biography', 'Crime', 'Drama']",http://www.imdb.com/title/tt0264464/
Nausicaä of the Valley of the Wind,"['Sumi Shimamoto', 'Mahito Tsujimura', 'Hisako Kyôda', 'Gorô Naya', 'Ichirô Nagai', 'Kôhei Miyauchi', 'Jôji Yanami', 'Minoru Yada', 'Rihoko Yoshida', 'Masako Sugaya', 'Takako Sasuga', 'Chika Sakamoto', 'Tarako', 'Yôji Matsuda', 'Mîna Tominaga', 'Mugihito', 'Akiko Tsuboi', 'Yoshiko Sakakibara', 'Iemasa Kayumi', 'Tetsuo Mizutori', 'Takeki Nakamura', 'Takako Ôta', 'Bin Shimada', 'Shinji Nomura', 'Hisako Ayuhara', 'Hôchû Ôtsuka', 'Alison Lohman', 'Patrick Stewart', 'Uma Thurman', 'Chris Sarandon', 'Edward James Olmos', 'Mark Hamill', 'Jeff Bennett', 'Tress MacNeille', 'Tony Jay', 'Jodi Benson', 'Mark Silverman', 'James Arnold Taylor', 'Frank Welker', 'Newell Alexander', 'Rosemary Alexander', 'Tom Amundsen', 'Stephen Apostolina', 'Mitch Carter', 'Robert Clotworthy', 'David Cowgill', 'Wendy Cutler', 'Ike Eisenmann', 'Jean Gilpin', 'Nicholas Guest', 'Bridget Hoffman', 'Sherry Hursey', 'Rif Hutton', 'Edie Mirman', 'Richard Miro', 'Peter Renaday', 'Lynnanne Zager', 'Emily Bauer', 'Paul Butcher', 'Ashley Edner', 'Molly Marlette', 'Ashley Rose', 'Jordan Del Spina', 'Aimee Roldan', 'Grace Rolek', 'Ross Simanteris', 'Jimmy Keegan', 'Shia LaBeouf', 'Mona Marshall', 'Alvy Moore', 'Patricia Parris', 'Ken Sansom', 'John Schwab', 'Hal Smith', 'Dee Bradley Baker', 'Bettina Bush', 'Cam Clarke', 'Peter Cullen', 'Susan Davis', 'Linda Gary', 'Doris Hess', 'Russell Johnson', 'Daamen J. Krall', 'David McCharen', 'Jan Rabson', 'Marilyn Schreffler', 'Ginny Taylor', 'B.J. Ward', 'Jeff Winkless']","['Animation', 'Adventure', 'Fantasy', 'Sci-Fi']",http://www.imdb.com/title/tt0087544/
Butch Cassidy and the Sundance Kid,"['Paul Newman', 'Robert Redford', 'Katharine Ross', 'Strother Martin', 'Henry Jones', 'Jeff Corey', 'George Furth', 'Cloris Leachman', 'Ted Cassidy', 'Kenneth Mars', 'Donnelly Rhodes', 'Jody Gilbert', 'Timothy Scott', 'Don Keefer', 'Charles Dierkop', 'Pancho Córdova', 'Nelson Olmsted', 'Paul Bryar', 'Sam Elliott', 'Charles Akins', 'Eric Sinclair', 'Douglas Bank', 'Larry Barton', 'Rico Cattani', 'José Chávez', 'Dave Dunlop', 'Jill Hall', 'Percy Helton', 'Buck Holland', 'Jack Isbell', 'Enrique Lucero', 'Lyn Massey', 'Jorge Russek', 'José Torvay']","['Biography', 'Crime', 'Drama', 'Western']",http://www.imdb.com/title/tt0064115/
Harry Potter and the Deathly Hallows: Part 2,"['Ralph Fiennes', 'Michael Gambon', 'Alan Rickman', 'Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Evanna Lynch', 'Domhnall Gleeson', 'Clémence Poésy', 'Warwick Davis', 'John Hurt', 'Helena Bonham Carter', 'Graham Duff', 'Anthony Allgood', 'Rusty Goffe', 'Jon Key', 'Kelly Macdonald', 'Jason Isaacs', 'Helen McCrory', 'Tom Felton', 'Ian Peck', 'Benn Northover', 'Ciarán Hinds', 'Hebe Beardsall', 'Matthew Lewis', 'Devon Murray', 'Jessie Cave', 'Afshan Azad', 'Isabella Laughland', 'Anna Shaffer', 'Georgina Leonidas', 'Freddie Stroma', 'Alfred Enoch', 'Katie Leung', 'William Melling', 'Sian Grace Phillips', 'Bonnie Wright', 'Ralph Ineson', 'Suzanne Toase', 'Maggie Smith', 'Jim Broadbent', 'Scarlett Byrne', 'Josh Herdman', 'Louis Cordice', 'Amber Evans', 'Ruby Evans', 'Miriam Margolyes', 'Gemma Jones', 'George Harris', 'David Thewlis', 'Julie Walters', 'Mark Williams', 'James Phelps', 'Oliver Phelps', 'Chris Rankin', 'David Bradley', 'Guy Henry', 'Nick Moran', 'Natalia Tena', 'Phil Wright', 'Garry Sayer', 'Tony Adkins', 'Dave Legeno', 'Penelope McGhie', 'Emma Thompson', 'Ellie Darcey-Alden', 'Ariella Paradise', 'Benedict Clarke', 'Leslie Phillips', 'Alfie McIlwain', 'Rohan Gotobed', 'Geraldine Somerville', 'Adrian Rawlins', 'Toby Papworth', 'Timothy Spall', 'Robbie Coltrane', 'Gary Oldman', 'Peter G. Reed', 'Judith Sharp', 'Emil Hostina', 'Bob Yves Hubar Van Hellenberg', 'Granville Saxton', 'Tony Kirwood', 'Ashley McGuire', 'Arthur Bowen', 'Daphne de Beistegui', 'Will Dunn', 'Jade Gordon', 'Bertie Gilbert', 'Helena Barlow', 'Ryan Turner', 'Jon Campling', 'Karen Anderson', 'Michael Aston', 'Michael Henbury Ballan', 'Lauren Barrand', 'David Barron', 'Josh Bennett', 'Johann Benét', 'Sean Biggerstaff', 'Jada Brevett', 'Ben Champniss', 'Collet Collins', 'Dean Conder', 'Christoph Cordell', 'Christian Coulson', 'Gioacchino Jim Cuffaro', 'Valerie Dane', 'Paul Davies', 'Sharon Day', 'Sarah-Jane De Crespigny', 'David Decio', 'Sheri Desbaux', 'Ninette Finch', 'Grace Meurisse Francis', 'Sean Francis George', 'Diane Gibbins', 'Rosalie Gilmore', 'Rich Goble', 'Hattie Gotobed', 'Melissa Gotobed', 'Natalie Harrison', 'Ian Hart', 'Robin Harvey', 'Stephen Hawke', 'David Heyman', 'Harper Heyman', 'Matthew Hodgkin', 'Steven Hopwood', 'Joe Kallis', 'Gemma Kayla', 'Hrvoje Klecz', 'Maxwell Laird', 'Debra Leigh-Taylor', 'Christina Low', 'Sarah Lowe', 'Jonathan Massahi', 'Tony Montalbano', ""Sha'ori Morris"", 'Luke Newberry', 'Lisa Osmond', 'Elisabeth Roberts', 'Keijo Salmela', 'Joshua Savary', 'Mark Sealey', 'Arti Shah', 'Glen Stanway', 'Albert Tang', 'Richard Trinder', 'Nick Turner', 'Aaron Virdee', 'John Warman', 'Spencer Wilding', 'Amy Wiles', 'Thomas Williamson']","['Adventure', 'Drama', 'Fantasy', 'Mystery']",http://www.imdb.com/title/tt1201607/
Rocky,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Jimmy Gambina', 'Bill Baldwin', 'Al Silvani', 'George Memmoli', 'Jodi Letizia', 'Diana Lewis', ""George O'Hanlon"", 'Larry Carroll', 'Stan Shaw', 'Don Sherman', 'Billy Sands', 'Pedro Lovell', 'DeForest Covan', 'Simmy Bow', 'Tony Burton', 'Hank Rolike', ""Shirley O'Hara"", 'Kathleen Parker', 'Frank Stallone', 'Lloyd Kaufman', 'Jane Marla Robbins', 'Jack Hollander', 'Joe Sorbello', 'Christopher Avildsen', 'Frankie Van', 'Lou Fillipo', 'Paris Eagle', 'Frank Stallone', 'Robert L. Tangrea', 'Peter Glassberg', 'William E. Ring', 'Joseph C. Giambelluc', 'Joe Frazier', 'Butkus Stallone', 'Bobby Cassidy', 'Michael Dorn', 'Arnold Johnson', 'Daniel King', 'Robert Leh', 'Jeri McBride', 'Stu Nahan', 'Frank Pesce', 'Lavelle Roby', 'Arthur Tovey', ""Chino 'Fats' Williams""]","['Drama', 'Sport']",http://www.imdb.com/title/tt0075148/
Barry Lyndon,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger', 'Steven Berkoff', 'Gay Hamilton', 'Marie Kean', 'Diana Körner', 'Murray Melvin', 'Frank Middlemass', 'André Morell', ""Arthur O'Sullivan"", 'Godfrey Quigley', 'Leonard Rossiter', 'Philip Stone', 'Leon Vitali', 'John Bindon', 'Roger Booth', 'Billy Boyle', 'Jonathan Cecil', 'Peter Cellier', 'Geoffrey Chater', 'Anthony Dawes', 'Patrick Dawson', 'Bernard Hepton', 'Anthony Herrick', 'Barry Jackson', 'Wolf Kahler', 'Pat Laffan', 'Hans Meyer', 'Ferdy Mayne', 'David Morley', 'Liam Redmond', 'Pat Roach', 'Dominic Savage', 'Frederick Schiller', 'George Sewell', 'Anthony Sharp', 'John Sharp', 'Roy Spencer', 'John Sullivan', 'Harry Towb', 'Michael Hordern', 'Norman Gay', 'George Holdcroft', 'Katharina Kubrick', 'Vivian Kubrick', 'Anthony Lang', 'Gary Taylor']","['Adventure', 'Drama', 'History', 'War']",http://www.imdb.com/title/tt0072684/
"Monsters, Inc.","['John Goodman', 'Billy Crystal', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly', 'Bob Peterson', 'John Ratzenberger', 'Frank Oz', 'Daniel Gerson', 'Steve Susskind', 'Bonnie Hunt', 'Jeff Pidgeon', 'Samuel Lord Black', 'Jack Angel', 'Bob Bergen', 'Rodger Bumpass', 'Gino Conforti', 'Jennifer Darling', 'Patti Deutsch', 'Pete Docter', 'Bobby Edner', 'Ashley Edner', 'Paul Eiding', 'Katie Scarlett', 'Bill Farmer', 'Keegan Farrell', 'Pat Fraley', 'Teresa Ganzel', 'Taylor Gifaldi', 'Marc John Jefferies', 'Joe Lala', 'Noah Luke', 'Sherry Lynn', 'Danny Mann', 'Mona Marshall', 'Mickie McGowan', 'Laraine Newman', 'Kay Panabaker', ""Bret 'Brook' Parker"", 'Phil Proctor', 'Josh Qualtieri', 'Guido Quaroni', 'Jan Rabson', 'Lisa Raggio', 'Joe Ranft', 'Sophia Ranft', 'Katherine Ringgold', 'Bob Scott', 'David Silverman', 'Jim Thornton', 'Lee Unkrich', 'Jacques Marin', 'Wallace Shawn']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",http://www.imdb.com/title/tt0198781/
The Grapes of Wrath,"['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin', 'Dorris Bowdon', 'Russell Simpson', 'O.Z. Whitehead', 'John Qualen', 'Eddie Quillan', 'Zeffie Tilbury', 'Frank Sully', 'Frank Darien', 'Darryl Hickman', 'Shirley Mills', 'Roger Imhof', 'Grant Mitchell', 'Charles D. Brown', 'John Arledge', 'Ward Bond', 'Harry Tyler', 'William Pawley', 'Charles Tannen', 'Selmer Jackson', 'Charles Middleton', 'Eddy Waller', 'Paul Guilfoyle', 'David Hughes', 'Cliff Clark', 'Joe Sawyer', 'Frank Faylen', 'Adrian Morris', 'Hollis Jewell', 'Robert Homans', 'Irving Bacon', 'Kitty McHugh', 'Wally Albright', 'Erville Alderson', 'Josephine Allen', 'Robert J. Anderson', 'Frank Atkinson', 'Arthur Aylesworth', 'Trevor Bardette', 'John Binns', 'Joe Bordeaux', 'Leon Brace', 'Henry Brahe', 'George P. Breakston', 'Buster Brodie', 'Scotty Brown', 'Hal Budlong', 'Nora Bush', 'Russ Clark', 'Shirley Coates', 'Cal Cohen', 'Cecil Cook', 'Tex Cooper', 'Harry Cording', 'Jim Corey', 'Gino Corrado', 'Delmar Costello', 'Jane Crowley', 'W.H. Davis', 'Helen Dean', 'John Dilson', 'Lillian Drew', 'Ralph Dunn', 'Thornton Edwards', 'Billy Elmer', 'Pat Flaherty', 'James Flavin', 'Francis Ford', 'Emily Gerdes', 'Tyler Gibson', 'Barney Gilmore', 'William Haade', 'Ben Hall', 'Dean Hall', 'Edna Hall', 'Don Hawks', 'Sidney Hayes', 'Cliff Herbert', 'Charles Herzinger', 'Herbert Heywood', 'Harry Holden', 'E.J. Kaspar', 'David Kirkland', 'Lillian Lawrence', 'Rex Lease', 'Hazel Lollier', 'Mae Marsh', 'Louis Mason', 'Harry Matthews', 'Scotty Mattraw', 'Walter McGrail', 'Jules Michelson', 'Walter Miller', 'Philip Morris', 'Richard Neill', 'Frank Newburg', ""Frank O'Connor"", ""L.F. O'Connor"", ""George O'Hara"", 'Ted Oliver', 'Inez Palange', 'Steve Pendleton', 'Jack Pennick', 'Walter Perry', 'Walton Pindon', 'Rose Plumer', 'Chauncey Pyle', 'Bob Reeves', 'Gladys Rehfeld', 'Waclaw Rekwart', 'Dick Rich', 'Gloria Roy', 'Peggy Ryan', 'Robert Shaw', 'Lee Shumway', 'Georgia Simmons', 'C.B. Steele', 'Al Stewart', 'Harry Strang', 'William Sundholm', 'Paul Sutton', 'Harry Tenbrook', 'Charles Thurston', 'D.H. Turner', 'Tom Tyler', 'Pearl Varvalle', 'Eleanore Vogel', 'Max Wagner', 'Harry Wallace', 'John Wallace', 'Glen Walters', 'Jack Walters', 'Frank Watson', 'Jim Welch', 'Charles West', 'Dan White', 'Norman Willis', 'Bill Wolfe', 'Bill Worth']","['Drama', 'History']",http://www.imdb.com/title/tt0032551/
The Maltese Falcon,"['Humphrey Bogart', 'Mary Astor', 'Gladys George', 'Peter Lorre', 'Barton MacLane', 'Lee Patrick', 'Sydney Greenstreet', 'Ward Bond', 'Jerome Cowan', 'Elisha Cook Jr.', 'James Burke', 'Murray Alper', 'John Hamilton', 'Charles Drake', 'Chester Gan', 'Creighton Hale', 'Robert Homans', 'William Hopper', 'Walter Huston', 'Hank Mann', 'Jack Mower', 'Emory Parnell']","['Film-Noir', 'Mystery']",http://www.imdb.com/title/tt0033870/
A Star Is Born,"['Lady Gaga', 'Bradley Cooper', 'Sam Elliott', 'Andrew Dice Clay', 'Rafi Gavron', 'Anthony Ramos', 'Dave Chappelle', 'Alec Baldwin', 'Marlon Williams', 'Brandi Carlile', 'Ron Rifkin', 'Barry Shabaka Henley', 'Michael D. Roberts', 'Michael Harney', 'Rebecca Field', 'Derek Kevin Jones', 'Willam Belli', 'Dennis Tong', 'Josh Wells', 'Greg Grunberg', ""D.J. 'Shangela' Pierce"", 'Drena De Niro', 'Eddie Griffin', 'Sanaa Chapelle', 'Leandro Rodriguez De Niro', 'Jacob Schick', 'Gabe Fazio', 'Benjamin Rice', 'Halsey', 'William H. Slattery III', 'Matthew Libatique', 'Bobby Wilhelm', 'Luenell', 'Lukas Nelson & Promise of the Real', 'Lukas Nelson', 'Anthony LoGerfo', 'Alberto Bof', 'Corey McCormick', 'Jesse Siebenberg', 'Tato Melgar', 'Don Was', 'Victor Indrizzo', 'George Doering', 'Michael Bearden', 'Lenny Castro', 'Chris Kelly', 'Don Roy King', 'Gena Rositano', 'Greg Scarnici', 'Michael Mancini', 'Richy Jackson', 'Christina Grady', 'Imani Wisdom', 'Christopher Shazar', 'Amanda Balen', 'Montana Efaw', 'Caroline M. Diamond', 'Sloan-Taylor Rabinor', 'Charlie', 'Josie Achaval', 'Christopher Wayne Allwine', 'Frank Anello', 'Sean Ayub', 'Kevyn Bashore', 'Germano Blanco', 'Presley Cash', 'Mark G. Chapman', 'Kody Christiansen', 'Steven Ciceron', 'Callie Connelly', 'Joey Courteau', 'Michael Thomas Cox', 'Seth Di Marco', 'Kara Duffus', 'Val Emanuel', 'Lawon Exum', 'Amanda Fields', 'Alfred Gabidullin', 'Roger Goff III', 'Eunice Chiweshe Goldstein', 'Hunter Goligoski', 'Damon Gonzalez', 'Renee Nicole Gray', 'Paul Gregory', 'Karen Grow', 'Jack Grubb', 'Erica Hau', 'Zola Vanessa Hauge', 'Sean T. James', 'Timothy Christian Jansen', 'Frederick Keeve', 'Joseph Kelly', 'Khafre King', 'Shannon Klein', 'Erik Landreth', 'Lori Livingston', 'Brock Lowstetter', 'Lozoya Jr.', 'Zana Markelson', 'Phylicia Mason', 'Diana Matlak', 'Lyn Matsuda Norton', 'Jason McCrite', 'Brooke McMaster', 'Andrew Michaels', 'Charles Moniz', 'Sharon Paul', 'Summer Perry', 'Breauna Phillips', 'Andreas Pliatsikas', 'John Robert Jr.', 'Connor Ryan', 'James T. Schlegel', 'Darrion Scoggins', 'Michelle Sepulveda', 'Eric Shackelford', 'Andrew Shortt', 'Linz Stanley', 'Bogdan Szumilas', 'Jacob Taylor', 'Eric VanDruff', 'Geronimo Vela', 'David Villada', 'Ran Wei', 'Rose Maria Wilde', 'Charlotte Xia']","['Drama', 'Music', 'Romance']",http://www.imdb.com/title/tt1517451/
Donnie Darko,"['Jake Gyllenhaal', 'Holmes Osborne', 'Maggie Gyllenhaal', 'Daveigh Chase', 'Mary McDonnell', 'James Duval', 'Arthur Taxier', 'Patrick Swayze', 'Mark Hoffman', 'David St. James', 'Tom Tangen', 'Jazzie Mahannah', 'Jolene Purdy', 'Stuart Stone', 'Gary Lundy', 'Alex Greenwald', 'Beth Grant', 'Jena Malone', 'Seth Rogen', 'David Moreland', 'Noah Wyle', 'Drew Barrymore', 'Kristina Malota', 'Marina Malota Darling', 'Carly Naples', 'Tiler Peck', 'Patience Cleveland', 'Katharine Ross', 'Lisa K. Wyatt', 'Rachel Winfree', 'Jack Salvatore Jr.', 'Lee Weaver', 'Phyllis Lyons', 'Ashley Tisdale', 'Alison Jones', 'Jerry Trainor', 'Joan Blair', 'Sarah Hudson', 'Fran Kranz', 'Scotty Leavenworth', 'George Bush', 'Conrad Angel Corral', 'Michael Dukakis', 'Phil Hawn', 'Nancy Juvonen', 'Christie McNew', 'Margaret Kontra Palmer', 'Dee Austin Robertson', 'Jack Truman']","['Drama', 'Sci-Fi', 'Thriller']",http://www.imdb.com/title/tt0246578/
Dead Poets Society,"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles', 'Gale Hansen', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith', 'Carla Belver', 'Leon Pownall', 'George Martin', 'Joe Aufiery', 'Matt Carey', 'Kevin Cooney', 'Jane Moore', 'Lara Flynn Boyle', 'Colin Irving', 'Alexandra Powers', 'Melora Walters', 'Welker White', 'Steve Mathios', 'Alan Pottinger', 'Pamela Burrell', 'Allison Hedges', ""Christine D'Ercole"", 'John Cunningham', 'Debra Mooney', 'John Martin Bradley', 'Charles Lord', 'Kurt Leitner', 'Richard Stites', 'James J. Christy', 'Catherine Soles', 'Hoover Sutton', 'James Donnell Quinn', 'Simon Mein', 'Ashton W. Richards', 'Robert Gleason', 'Bill Rowe', 'Robert J. Zigler III', 'Keith Snyder', 'Nicholas K. Gilhool', 'Jonas Stiklorius', 'Craig Johnson', 'Chris Hull', 'Jason Woody', 'Sam Stegeman', 'Andrew Hill', 'Joel Fogel', 'Newton Gilchrist', 'Barry Godin', 'Kate Kearney-Patch', 'Jamie Kennedy', 'Nancy Kirk', 'Jeffrey Santoro', 'James R. Stoddard']","['Comedy', 'Drama']",http://www.imdb.com/title/tt0097165/
Diabolique,"['Simone Signoret', 'Véra Clouzot', 'Paul Meurisse', 'Charles Vanel', 'Jean Brochard', 'Thérèse Dorny', 'Michel Serrault', 'Georges Chamarat', 'Robert Dalban', 'Camille Guérini', 'Jacques Hilling', 'Jean Lefebvre', 'Aminda Montserrat', 'Jean Témerson', 'Jacques Varennes', 'Georges Poujouly', 'Yves-Marie Maurin', 'Noël Roquevert', 'Pierre Larquey', 'Jean-Pierre Bonnefous', 'Christian Brocard', 'Jean Clarieux', 'Henri Coutet', 'Michel Dumur', 'Johnny Hallyday', 'Henri Humbert', 'Zappy Max', 'Roberto Rodrigo', 'Madeleine Suffel', 'Jimmy Urbain']","['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",http://www.imdb.com/title/tt0046911/
